name,age,PA,AVG,OBP,SLG,OPS,ISO,k_rate,bb_rate
Matt McLain,25,577,0.219607843137255,0.299651567944251,0.343137254901961,0.642788822846212,0.123529411764706,0.289428076256499,0.0953206239168111
Gabriel Arias,25,471,0.219907407407407,0.274468085106383,0.363425925925926,0.637894011032309,0.143518518518519,0.343949044585987,0.0573248407643312
Michael Conforto,32,486,0.198564593301435,0.304526748971193,0.332535885167464,0.637062634138658,0.133971291866029,0.248971193415638,0.11522633744856
Daniel Schneemann,28,422,0.205804749340369,0.282660332541568,0.353562005277045,0.636222337818612,0.147757255936675,0.277251184834123,0.0900473933649289
Carlos Santana,39,474,0.219277108433735,0.308016877637131,0.325301204819277,0.633318082456408,0.106024096385542,0.191983122362869,0.109704641350211
Isiah Kiner-Falefa,30,459,0.262180974477958,0.297356828193833,0.334106728538283,0.631463556732116,0.0719257540603248,0.167755991285403,0.037037037037037
Logan O'Hoppe,25,451,0.212765957446809,0.257777777777778,0.371158392434988,0.628936170212766,0.15839243498818,0.30820399113082,0.0532150776053215
Angel Martínez,23,484,0.224215246636771,0.269311064718163,0.358744394618834,0.628055459336997,0.134529147982063,0.227272727272727,0.0475206611570248
Luis Rengifo,28,541,0.2375249500998,0.287037037037037,0.335329341317365,0.622366378354402,0.0978043912175649,0.192236598890943,0.0609981515711645
Jonah Heim,30,433,0.212658227848101,0.270833333333333,0.331645569620253,0.602478902953586,0.118987341772152,0.203233256351039,0.0739030023094688
Patrick Bailey,26,452,0.222493887530562,0.276785714285714,0.32518337408313,0.601969088368844,0.102689486552567,0.29424778761062,0.0663716814159292
Victor Scott,24,463,0.21608040201005,0.304635761589404,0.296482412060302,0.601118173649706,0.0804020100502513,0.239740820734341,0.0907127429805616
Nolan Jones,27,403,0.211267605633803,0.296019900497512,0.304225352112676,0.600245252610189,0.0929577464788732,0.280397022332506,0.0967741935483871
Ke'Bryan Hayes,28,570,0.235294117647059,0.289982425307557,0.30550284629981,0.595485271607367,0.0702087286527514,0.194736842105263,0.0631578947368421
Joey Ortiz,26,506,0.229787234042553,0.276,0.317021276595745,0.593021276595745,0.0872340425531915,0.146245059288538,0.0533596837944664
Nick Allen,26,416,0.221024258760108,0.284313725490196,0.250673854447439,0.534987579937635,0.0296495956873315,0.237980769230769,0.0745192307692308
